crop,temperature,humidity,rainfall,wind_speed,pressure,cloud_cover,soil_pH,nitrogen,phosphorus,potassium,organic_matter,season,month,success
Jowar,24.9,56.4,2.19,14.1,1020.2,79.7,7.09,2,1,2,1.63,2,2,1
Pulses,27.7,60.7,2.9,10.6,1004.4,96.6,6.79,0,0,2,1.63,2,5,1
Groundnut,29.9,76.2,0.0,11.4,1014.2,19.4,7.16,1,2,2,2.39,1,12,1
Jowar,36.0,92.0,0.57,10.1,1014.4,38.0,7.94,2,2,2,1.8,0,9,1
Sugarcane,29.1,53.5,0.0,11.6,1010.5,36.1,7.52,1,0,1,2.12,1,3,1
Soybean,23.9,58.7,3.88,5.0,1022.0,31.1,4.87,2,1,0,2.56,2,5,1
Wheat,21.2,28.4,3.36,9.2,1014.2,60.6,7.12,2,2,2,0.58,1,3,0
Rice,29.1,61.8,6.43,12.7,1013.9,98.8,6.37,0,1,1,2.89,1,11,0
Cotton,26.2,75.0,3.43,13.3,1002.0,54.3,7.51,2,2,0,0.96,2,8,1
Jowar,29.0,78.5,2.27,3.4,1013.0,28.5,6.47,1,2,0,2.32,0,11,1
Soybean,19.1,67.0,6.52,6.5,1008.1,74.7,7.3,0,2,2,2.4,2,6,1
Maize,27.1,75.9,4.21,6.3,1017.6,9.1,7.08,2,0,1,0.59,2,6,1
Jowar,21.7,55.4,4.22,2.3,1009.7,13.1,7.16,1,2,2,2.57,0,1,0
Pulses,26.4,68.3,5.68,9.5,1005.6,0.1,6.52,2,2,1,1.84,0,5,1
Soybean,27.1,64.2,3.95,14.4,1005.0,24.0,7.54,0,1,0,1.64,1,7,1
Rice,31.1,64.2,6.67,6.3,1008.7,81.9,7.36,1,2,2,0.53,0,7,0
Pulses,30.3,22.7,5.05,11.0,1016.8,1.9,6.86,1,0,0,1.99,0,10,1
Pulses,27.9,40.7,4.1,14.5,1011.6,86.4,7.46,1,1,1,1.33,1,1,1
Maize,28.5,56.0,6.86,3.2,1006.4,14.5,7.25,2,1,1,2.41,0,3,1
Soybean,29.8,58.0,6.28,13.9,1013.7,72.0,5.85,1,0,1,0.54,0,6,1
Sugarcane,28.0,48.4,3.73,2.6,1015.0,88.7,8.39,1,0,0,1.19,2,4,1
Sugarcane,40.4,67.8,5.08,12.2,1018.2,92.2,7.2,0,0,2,2.96,2,9,1
Wheat,28.1,55.5,3.21,3.1,1014.1,59.7,7.01,0,1,2,2.96,2,11,0
Sugarcane,32.5,44.6,6.14,10.4,1017.3,25.2,6.48,1,0,2,1.43,2,4,1
Maize,24.1,70.3,6.72,13.2,1009.4,23.5,7.16,2,2,2,1.51,0,5,1
Soybean,24.2,67.1,3.41,10.9,1014.7,81.9,7.16,0,1,2,0.96,2,1,1
Jowar,27.5,43.9,0.0,12.5,1010.3,25.1,5.99,0,2,1,1.06,1,10,1
Jowar,26.6,61.9,4.55,14.5,1017.4,78.9,7.65,1,1,0,1.71,2,7,1
Wheat,27.7,39.3,0.0,3.3,1010.4,11.6,7.31,0,0,1,2.18,2,7,0
Wheat,21.7,53.7,0.42,4.9,1018.8,10.0,6.41,2,2,0,1.07,0,6,1
Bajra,29.6,28.3,1.19,13.9,1002.1,44.2,6.77,2,1,0,2.03,0,1,1
Maize,30.8,56.6,5.15,14.1,1010.5,20.1,6.3,2,0,2,1.48,0,7,1
Maize,25.1,64.1,5.66,2.9,1012.8,49.4,5.41,0,2,2,1.43,2,3,1
Maize,23.6,61.8,5.72,4.4,1017.7,6.0,6.62,0,1,0,2.4,2,3,1
Jowar,29.0,65.4,0.0,13.1,1016.1,67.0,7.27,0,1,1,2.81,1,7,1
Pulses,18.1,50.8,6.61,4.3,1009.0,81.4,6.13,1,1,2,1.83,0,3,0
Pulses,24.8,74.3,0.0,6.9,1010.2,6.0,7.13,1,2,0,2.78,1,8,1
Maize,23.0,47.6,2.25,3.8,1010.2,61.5,7.13,1,1,1,0.67,1,3,0
Rice,26.3,75.8,6.4,8.3,1015.9,38.6,6.6,2,0,0,2.04,1,5,1
Rice,28.6,69.4,11.74,12.3,1014.8,58.7,6.5,1,0,0,1.52,2,9,1
Wheat,21.7,51.1,0.0,3.4,1014.7,76.8,7.04,0,2,2,2.99,0,10,1
Jowar,30.1,70.3,5.54,10.8,1013.5,93.2,6.43,0,0,0,2.98,1,1,1
Bajra,29.0,43.6,0.42,11.3,1008.7,44.5,7.26,2,1,2,0.52,2,4,1
Wheat,22.8,51.3,0.0,9.5,1005.8,24.0,6.59,1,0,1,1.98,0,11,1
Pulses,21.0,88.1,6.5,7.1,1016.8,78.1,7.63,2,0,2,2.6,1,3,0
Pulses,16.9,67.9,0.86,9.1,1007.6,92.9,6.42,1,1,0,2.55,1,7,1
Rice,27.3,60.6,6.1,2.1,1012.9,48.7,6.98,1,2,2,1.88,2,4,0
Pulses,24.0,52.7,0.0,9.7,1015.5,10.6,7.01,2,2,2,1.91,1,5,1
Sugarcane,20.1,49.9,5.17,10.2,1006.1,1.2,7.06,1,2,2,2.99,2,6,0
Cotton,26.8,59.1,3.91,7.8,1008.7,34.7,6.59,2,1,2,1.42,1,6,1
Cotton,27.4,44.5,6.03,10.2,1005.8,1.6,6.94,2,2,0,1.51,0,5,0
Jowar,27.0,52.4,0.24,5.2,1003.1,36.1,6.63,1,0,0,1.15,1,6,1
Cotton,32.3,54.0,6.08,8.6,1012.7,74.0,6.92,2,2,0,1.21,2,8,0
Sugarcane,28.3,49.3,1.56,7.3,1015.7,51.7,7.03,2,0,1,0.65,2,12,1
Jowar,26.6,50.5,0.6,11.0,1005.3,11.4,7.4,2,2,2,2.68,0,2,1
Groundnut,28.1,42.4,3.47,6.4,1015.1,64.9,6.52,2,2,2,2.21,1,8,1
Wheat,24.0,56.1,0.96,7.7,1017.6,28.4,6.6,1,2,1,2.02,0,11,1
Groundnut,18.4,74.0,5.91,8.3,1010.9,95.9,6.21,1,1,2,2.17,2,6,1
Wheat,18.1,38.7,4.0,3.8,1009.2,66.8,7.03,1,2,1,2.9,0,9,0
Pulses,23.4,85.1,0.19,9.7,1021.2,74.4,7.32,2,1,2,0.52,2,7,1
Bajra,36.8,32.5,1.46,4.4,1013.1,60.6,6.24,0,2,2,0.51,0,9,1
Sugarcane,20.4,58.5,3.56,11.8,1013.1,71.9,7.26,2,1,1,1.17,0,4,1
Rice,31.5,73.8,8.89,3.6,1006.3,50.8,6.64,2,0,1,2.73,2,10,1
Bajra,26.1,45.6,0.38,13.3,1015.5,30.1,8.15,1,0,1,2.8,2,3,1
Rice,25.6,83.5,8.38,4.9,1005.3,41.8,6.43,2,0,1,2.91,2,8,1
Jowar,28.9,61.0,6.99,8.6,1016.1,27.1,5.87,1,0,1,1.87,1,4,1
Cotton,26.3,65.8,4.04,3.8,1009.5,67.4,7.19,0,1,1,1.78,1,5,1
Soybean,28.0,49.7,7.26,10.7,1013.8,40.8,7.04,2,0,0,1.49,0,5,1
Rice,31.4,75.3,8.43,10.5,1019.8,99.0,6.49,2,0,0,2.12,1,5,1
Rice,24.3,66.9,2.33,7.5,1017.8,49.3,6.09,2,0,1,1.98,2,12,0
Cotton,32.1,60.6,4.87,12.7,1008.7,21.2,7.23,1,1,2,2.27,1,3,1
Wheat,25.4,73.5,2.1,6.1,1006.2,24.9,6.49,0,2,0,1.1,2,4,0
Groundnut,19.4,77.9,5.29,4.3,1009.4,45.2,7.49,0,0,2,2.54,1,11,1
Cotton,27.7,62.4,4.82,11.4,1011.5,42.6,7.99,2,1,0,2.81,1,12,1
Cotton,29.3,57.2,6.38,11.4,1011.8,11.1,6.29,2,2,0,2.5,0,3,0
Sugarcane,26.6,71.0,2.59,12.6,1016.5,2.5,7.0,2,0,1,1.83,1,2,1
Soybean,32.2,58.0,0.0,9.1,1017.8,47.9,7.54,1,1,2,1.78,1,9,1
Bajra,37.4,48.9,2.23,10.5,1013.0,19.4,7.09,1,1,1,0.84,0,10,0
Bajra,35.7,26.7,1.7,13.8,1020.7,88.2,8.58,1,0,0,0.54,2,1,1
Jowar,24.7,81.2,2.65,7.3,1005.4,48.6,6.26,1,0,0,1.91,0,8,1
Groundnut,21.8,50.8,2.34,4.1,1005.3,8.6,8.2,0,1,2,1.08,2,8,0
Cotton,27.5,58.2,0.76,7.7,1010.4,90.6,7.46,0,2,0,2.01,0,6,1
Sugarcane,35.4,79.8,0.75,14.2,1013.2,18.0,6.75,0,0,2,0.59,2,12,1
Cotton,29.2,40.8,5.25,4.1,1005.2,82.2,7.89,2,2,0,2.41,1,9,0
Jowar,32.3,63.1,1.5,6.3,1004.8,83.7,7.45,1,1,1,2.86,1,12,1
Soybean,19.1,43.4,2.97,11.9,1004.3,85.4,5.22,0,2,0,2.24,1,11,1
Soybean,24.0,77.6,0.13,8.3,1015.1,27.4,7.44,0,1,2,1.92,2,7,0
Rice,28.6,79.9,6.71,3.6,1016.6,43.7,6.17,1,0,2,1.83,0,11,1
Jowar,22.3,30.7,5.9,4.5,1012.4,46.8,6.5,2,1,1,1.44,0,2,1
Maize,28.3,58.1,4.98,10.2,1011.7,52.5,6.89,0,2,2,1.8,2,12,1
Wheat,22.9,55.2,1.28,14.8,1016.7,97.5,6.36,1,2,2,2.34,2,12,1
Bajra,38.2,53.2,1.17,14.9,1013.5,50.3,7.62,1,2,0,2.45,1,1,1
Maize,27.1,57.5,1.08,14.3,1017.1,42.3,6.02,0,2,0,1.9,2,9,0
Cotton,30.5,59.9,1.19,8.9,1005.1,41.3,7.51,0,1,2,1.78,0,7,1
Jowar,15.2,51.7,1.64,6.4,1011.7,93.9,5.86,1,1,0,2.67,2,9,1
Sugarcane,26.9,51.5,6.33,6.2,1013.0,95.8,5.95,0,1,1,1.88,0,8,0
Jowar,22.7,25.7,3.14,7.9,1009.8,53.0,6.11,2,1,2,0.5,0,12,1
Maize,32.7,80.6,4.58,14.1,1015.2,54.0,6.78,0,2,1,2.35,0,8,1
Jowar,25.9,22.7,3.14,2.4,1015.5,77.2,6.98,0,2,0,2.79,1,2,0
Maize,26.4,69.4,5.36,12.8,1014.3,13.9,6.3,2,2,0,0.68,2,3,1
Maize,30.3,62.6,4.07,10.6,1018.6,12.8,7.02,1,1,0,0.78,1,12,1
Pulses,24.1,57.0,0.0,5.3,1009.3,53.7,6.51,1,0,1,1.56,1,8,0
Pulses,20.5,52.9,4.81,2.1,1012.1,44.9,6.06,1,0,2,1.67,1,7,1
Maize,24.4,68.0,5.55,8.6,996.2,47.6,6.32,0,2,0,1.8,0,10,1
Cotton,27.2,70.5,3.86,4.9,1010.4,58.6,7.77,2,1,0,2.9,2,12,1
Pulses,31.1,57.3,0.0,6.5,1008.0,70.5,6.19,2,1,0,1.66,1,4,0
Jowar,28.6,80.4,1.11,5.7,1011.7,27.8,5.61,1,2,2,2.82,1,11,1
Sugarcane,21.4,40.1,5.2,8.5,1016.0,34.4,7.14,2,0,1,2.31,1,10,1
Maize,36.7,47.0,1.51,4.9,1011.5,68.4,6.55,2,1,1,1.8,2,9,0
Wheat,20.9,50.9,2.18,10.7,1015.9,85.6,7.28,1,2,1,2.58,2,7,1
Bajra,34.2,28.4,0.15,2.2,1007.3,70.3,7.11,1,1,2,0.51,0,12,1
Wheat,28.0,61.7,1.6,3.1,1022.0,77.4,6.73,2,0,0,0.63,2,8,0
Wheat,21.1,64.1,2.57,11.9,1008.6,29.7,5.98,0,0,0,2.64,2,5,1
Rice,26.8,83.1,12.01,4.6,1009.1,50.0,6.2,0,0,0,2.58,0,11,1
Soybean,35.5,51.0,0.0,9.1,1013.6,95.1,8.36,0,0,2,1.03,1,2,1
Rice,26.8,64.9,10.41,4.1,1005.0,50.9,6.97,0,0,1,2.88,1,4,0
Sugarcane,15.8,55.2,3.4,2.2,1014.6,87.5,9.72,0,0,0,0.62,0,6,1
Bajra,31.7,51.0,0.21,2.4,1014.2,48.2,8.57,1,2,0,1.87,1,9,1
Cotton,28.7,58.6,6.06,10.5,1020.2,24.5,7.75,1,0,0,2.58,2,2,0
Bajra,24.0,49.6,1.01,6.7,1014.1,12.7,7.65,2,2,2,2.41,0,5,0
Wheat,25.0,72.0,0.0,13.8,1012.1,67.3,6.43,1,0,0,2.42,2,10,1
Bajra,35.3,34.8,0.37,13.7,1013.7,82.2,7.22,2,0,0,2.45,2,8,1
Groundnut,26.7,72.7,0.0,6.6,1012.4,99.4,7.22,1,1,0,1.28,2,2,0
Pulses,27.1,55.7,4.33,2.8,1013.8,7.7,6.8,0,2,1,1.55,2,11,1
Soybean,23.4,47.6,4.73,4.9,1010.8,79.3,8.01,0,0,0,0.62,2,8,1
Maize,28.1,63.6,2.19,6.5,1006.8,5.4,6.41,1,2,0,2.06,0,7,1
Cotton,27.1,49.0,2.89,8.3,1009.6,33.1,8.02,0,0,0,2.79,0,11,1
Pulses,22.3,71.8,2.46,12.0,1004.5,90.8,6.52,1,2,2,1.2,1,1,1
Groundnut,19.8,53.2,8.35,10.8,1016.4,20.1,7.12,1,1,1,0.55,2,4,0
Wheat,23.5,62.0,0.21,14.5,1013.8,34.0,7.2,2,0,2,1.23,0,10,1
Sugarcane,17.7,54.1,4.24,13.2,1010.4,82.6,7.18,2,2,0,2.93,1,2,0
Cotton,25.8,52.9,2.2,14.2,1014.8,53.5,7.12,1,2,0,1.11,2,12,1
Sugarcane,22.6,64.0,0.57,7.9,1020.5,63.8,7.17,0,1,0,0.76,0,5,0
Cotton,28.9,34.1,5.08,6.8,1015.1,81.4,8.1,2,2,0,2.71,2,2,0
Cotton,30.9,62.3,2.65,13.9,1014.8,92.8,7.54,1,0,2,1.27,0,9,1
Pulses,22.7,65.6,4.5,3.3,1010.3,53.3,7.43,2,1,1,0.86,1,12,0
Soybean,20.3,47.5,6.12,6.9,1012.9,48.1,6.62,1,2,1,2.1,1,7,0
Groundnut,21.8,70.6,1.85,5.6,1021.0,13.3,8.31,2,0,2,0.62,2,4,0
Rice,26.5,83.4,10.18,8.7,1009.3,1.3,6.24,2,1,1,0.61,2,8,1
Wheat,21.9,48.2,1.12,12.0,1015.2,59.2,7.01,2,0,1,1.65,0,8,1
Cotton,30.0,78.1,4.16,7.6,1009.4,16.3,7.7,0,0,1,2.03,2,6,1
Cotton,26.8,63.7,2.07,5.0,1015.4,96.0,7.7,2,0,0,2.04,0,12,1
Maize,27.1,61.5,5.84,14.5,1017.3,81.0,6.6,2,0,2,1.83,2,12,1
Maize,25.0,67.5,6.52,7.1,1012.2,31.0,6.79,2,1,1,2.69,1,10,1
Jowar,17.1,51.8,1.29,14.2,1006.7,12.3,7.26,1,0,2,2.57,2,10,0
Rice,32.5,79.3,4.48,12.9,1012.6,4.1,6.09,0,0,2,0.8,2,10,0
Rice,29.5,64.9,9.55,6.7,1006.6,38.1,7.37,0,1,0,2.46,1,8,0
Soybean,27.0,79.1,1.78,3.2,1022.9,34.6,7.45,1,0,1,2.95,2,10,1
Maize,29.7,62.3,6.58,7.4,1014.5,42.5,6.26,0,2,0,0.71,2,5,1
Wheat,29.1,46.0,1.03,13.1,1009.7,87.9,7.02,0,2,0,1.92,2,11,0
Jowar,25.6,54.1,1.81,5.4,1019.1,22.4,6.69,0,2,2,0.87,0,7,1
Pulses,22.3,80.6,2.43,14.3,1015.3,39.4,7.45,2,1,0,2.22,1,6,0
Bajra,30.2,43.2,2.8,6.1,1019.9,20.1,7.34,1,0,1,1.83,1,4,0
Wheat,20.9,51.4,2.99,10.5,1013.7,43.1,7.28,0,1,0,1.19,0,2,1
Jowar,27.9,67.7,4.89,9.5,1014.2,3.1,7.64,2,0,2,1.0,2,11,0
Rice,27.4,81.6,5.6,7.3,1024.1,44.8,5.91,1,1,0,0.63,1,5,1
Cotton,31.7,59.5,3.29,4.0,1010.9,26.6,8.1,0,0,2,2.33,0,11,1
Groundnut,28.0,84.4,2.9,2.2,1005.2,67.8,4.59,2,0,1,2.64,2,4,1
Jowar,31.4,65.1,3.31,14.7,1012.4,79.2,7.74,2,1,2,1.79,2,4,1
Wheat,26.1,56.9,1.98,13.3,1017.3,66.5,6.66,2,1,2,2.6,1,12,0
Jowar,29.9,41.2,0.7,8.8,1015.3,33.3,8.26,1,1,2,1.78,2,12,0
Sugarcane,28.3,85.1,2.22,13.9,1022.5,17.2,8.67,1,1,0,1.91,0,9,1
Maize,26.0,61.4,2.8,3.3,1022.9,44.2,6.79,2,1,1,2.13,0,10,1
Soybean,37.7,69.7,3.22,12.8,1013.7,72.8,6.7,2,0,2,0.62,2,7,0
Rice,28.1,70.0,1.23,14.0,1019.6,93.1,6.39,0,1,1,1.72,0,4,0
Bajra,34.0,51.4,0.98,2.8,1012.6,91.5,7.11,1,0,2,2.19,2,4,1
Cotton,31.4,51.3,0.26,9.2,1014.5,76.9,7.16,2,2,0,1.42,0,9,1
Sugarcane,20.7,39.9,4.49,4.4,1012.5,41.0,6.27,2,2,1,1.55,2,4,1
Sugarcane,24.1,70.5,0.0,9.6,1019.9,83.6,7.66,1,0,0,1.94,2,10,1
Pulses,29.7,92.0,10.49,11.0,1009.3,13.0,6.97,2,0,2,2.82,2,10,1
Pulses,15.4,43.0,2.09,3.8,1012.8,95.1,6.98,0,1,2,1.42,0,11,1
Bajra,31.3,57.4,1.53,10.5,1003.3,54.5,6.91,0,1,1,1.46,0,1,1
Bajra,35.6,26.7,0.33,11.3,1019.6,46.8,8.14,0,1,1,1.73,1,2,1
Sugarcane,31.7,33.6,0.0,6.9,1012.0,4.0,7.08,1,2,2,0.92,2,11,1
Bajra,32.8,53.2,0.0,5.7,1015.0,7.3,6.42,1,0,1,2.87,0,10,1
Pulses,30.3,55.5,4.56,4.9,1007.1,12.9,6.96,0,1,0,0.69,2,12,0
Rice,31.0,70.1,10.49,2.7,1018.4,15.3,6.64,1,2,0,1.63,2,9,1
Pulses,26.3,58.0,3.15,10.7,1024.9,3.8,6.57,2,1,0,0.57,0,9,0
Groundnut,36.1,70.1,2.13,14.9,1016.5,74.2,5.67,0,0,0,2.57,0,10,1
Maize,26.4,66.1,4.54,8.8,1015.1,80.0,6.23,1,0,2,0.73,1,5,1
Pulses,21.4,88.4,0.0,13.2,1010.6,15.6,5.76,0,1,2,0.76,2,7,0
Jowar,23.0,54.4,3.23,10.2,1003.3,63.4,6.28,1,1,1,0.59,2,3,1
Soybean,35.3,33.5,3.97,14.7,1005.7,86.1,7.06,1,0,0,2.82,1,1,0
Soybean,19.7,60.5,2.88,8.7,1011.0,83.3,7.08,1,1,2,1.16,1,11,1
Pulses,26.0,62.3,1.52,6.7,1011.5,50.1,8.42,1,0,1,1.52,2,12,0
Rice,28.5,65.5,5.12,13.0,1004.6,32.5,7.12,1,0,0,1.12,2,5,1
Jowar,33.5,62.9,4.93,13.5,1014.3,42.9,6.23,0,2,0,1.51,1,9,1
Bajra,33.2,25.9,0.29,4.2,1020.2,38.9,8.07,1,0,2,2.4,0,11,1
Rice,27.3,69.2,7.17,12.7,1018.7,31.2,6.33,2,2,0,1.1,1,10,1
Maize,23.9,62.2,4.9,4.1,1013.0,80.6,6.61,0,2,2,0.66,1,5,1
Groundnut,21.6,91.0,0.26,8.1,1017.3,57.6,7.66,1,0,1,0.82,0,10,1
Soybean,20.8,84.6,2.32,8.9,1011.7,75.2,7.92,2,0,1,1.67,0,3,1
Cotton,25.1,65.5,1.42,4.6,1016.0,51.3,7.03,1,2,1,1.11,1,6,1
Wheat,27.0,64.1,0.0,9.2,1017.7,74.0,6.9,0,0,2,2.58,2,11,0
Soybean,25.1,78.5,3.89,9.7,1014.1,42.2,8.21,2,2,0,2.0,0,4,1
Wheat,23.1,44.0,2.87,14.1,1010.1,58.6,6.55,2,0,2,1.27,1,6,1
Cotton,30.0,55.2,1.12,11.1,1015.2,71.0,6.73,2,1,2,2.84,1,11,1
Pulses,30.3,51.3,0.75,13.7,1015.7,60.0,6.3,0,2,1,1.31,2,3,1
Sugarcane,19.6,84.3,4.03,2.6,1007.9,5.7,8.02,0,1,0,1.88,0,12,0
Bajra,30.4,43.8,2.21,7.1,1003.1,95.1,7.46,0,1,1,1.09,0,12,0
Maize,24.3,67.2,4.48,12.3,1010.1,90.6,6.58,1,2,1,2.34,1,9,1
Rice,25.3,80.3,4.55,7.1,1012.1,37.5,5.6,2,2,2,1.61,2,8,0
Sugarcane,32.2,52.0,2.89,9.9,1018.0,70.7,6.41,1,2,0,1.84,1,10,0
Maize,24.7,52.9,5.29,7.2,1012.3,35.1,6.97,2,1,1,0.9,2,8,1
Maize,28.0,76.3,3.77,5.3,1000.0,16.6,5.45,2,1,2,1.98,2,5,1
Bajra,33.0,40.4,1.58,13.9,1015.7,95.0,7.21,0,0,1,1.43,2,4,1
Pulses,26.9,69.2,7.14,5.8,1012.8,23.4,6.13,0,0,1,0.87,0,4,0
Wheat,31.9,52.8,1.89,2.6,1011.6,47.9,6.8,2,2,2,0.66,1,2,0
Jowar,33.7,77.0,2.89,14.9,1009.7,68.2,7.28,1,2,2,2.82,0,1,0
Rice,22.9,65.0,7.32,14.9,1014.9,73.2,6.77,2,2,2,1.21,0,5,1
Rice,27.1,70.9,5.93,10.5,1006.6,33.6,6.64,1,1,2,1.86,2,2,1
Pulses,29.3,65.1,2.96,9.5,1012.1,7.7,7.3,0,2,0,1.72,0,12,1
Cotton,24.9,60.4,1.24,12.3,1011.1,95.9,7.57,2,1,1,2.83,0,3,0
Wheat,20.3,59.0,1.94,2.9,1014.5,32.8,6.4,2,1,2,2.32,1,2,1
Jowar,28.4,63.8,4.23,5.1,1017.8,75.1,6.85,2,0,2,2.23,0,3,1
Bajra,30.1,38.1,0.66,3.3,1013.0,33.6,6.68,1,0,1,1.49,2,9,1
Cotton,25.2,74.5,2.85,12.0,1010.8,91.0,6.58,2,1,2,1.29,2,9,1
Soybean,30.4,76.7,1.49,8.1,1018.8,53.9,7.39,2,2,2,1.41,1,5,0
Soybean,22.7,55.8,6.54,5.8,1006.4,20.2,8.23,1,1,2,1.52,1,5,0
Pulses,35.3,43.5,5.92,10.2,1017.8,92.8,6.81,0,1,0,2.97,1,11,1
Sugarcane,22.3,62.0,0.17,4.9,1011.2,30.4,7.4,2,0,2,1.45,2,5,1
Wheat,25.7,50.8,0.06,2.4,1014.5,84.7,6.92,2,0,0,1.15,2,11,0
Groundnut,23.0,59.5,0.0,10.4,1010.2,71.8,6.89,1,2,0,2.44,0,9,1
Sugarcane,20.6,32.1,2.84,4.4,1011.5,54.8,7.98,1,1,0,1.7,0,4,1
Groundnut,17.1,76.6,1.36,8.9,1013.3,3.0,6.94,2,2,0,1.6,0,12,1
Pulses,28.3,54.9,4.75,10.9,1018.0,32.8,6.25,0,0,2,2.84,1,9,1
Rice,27.4,103.5,5.85,7.4,1009.6,37.4,6.34,1,1,0,0.86,1,4,1
Soybean,24.2,62.8,2.51,13.6,1016.7,19.0,5.93,2,1,2,0.91,1,8,1
Sugarcane,26.2,61.7,0.82,8.7,1018.4,40.5,7.54,1,1,1,2.59,1,6,1
Groundnut,25.2,67.5,0.0,3.5,1010.5,21.6,5.83,2,0,0,2.84,0,1,0
Jowar,32.2,70.4,1.33,5.8,1016.0,79.5,6.36,1,0,1,1.31,2,11,0
Sugarcane,30.6,57.4,3.76,12.1,1002.9,25.9,7.47,1,0,2,1.81,2,6,1
Sugarcane,26.9,51.0,6.45,9.9,1003.9,83.7,6.21,0,2,1,0.79,1,11,1
Bajra,25.6,36.8,2.95,10.5,1014.4,97.3,8.39,2,1,0,2.55,0,9,0
Pulses,25.7,51.7,2.87,9.6,1012.4,48.6,7.26,1,0,2,2.44,0,8,0
Cotton,30.1,50.6,4.64,12.7,1015.2,88.2,7.6,2,1,1,2.18,0,6,1
Cotton,27.9,65.4,3.95,9.4,1015.4,34.0,7.82,0,1,2,1.86,1,1,1
Wheat,18.2,75.6,1.66,13.4,1002.8,63.0,6.33,1,0,1,1.74,0,12,1
Maize,24.4,59.3,0.21,12.1,1006.4,51.0,6.02,2,0,0,1.95,1,10,0
Soybean,31.8,61.7,0.0,2.6,1014.2,65.2,7.31,2,2,1,1.5,1,12,1
Soybean,32.1,66.6,0.9,7.9,1018.3,66.5,5.45,1,0,2,0.85,0,3,1
Groundnut,28.8,45.8,1.54,2.1,1010.6,7.2,8.13,1,0,1,1.92,0,4,1
Pulses,29.6,57.7,2.04,4.2,1005.8,84.4,7.07,0,0,0,1.69,0,8,1
Groundnut,24.1,46.4,3.17,2.6,1026.1,43.9,6.9,2,0,2,1.71,0,2,1
Groundnut,31.0,62.4,3.02,13.8,1019.5,54.2,6.96,1,2,1,1.28,2,7,0
Jowar,18.3,71.5,3.64,13.2,1010.2,50.8,7.7,1,0,0,0.97,1,6,1
Soybean,18.9,51.3,3.46,11.0,1008.6,23.6,5.99,0,2,1,0.6,0,9,0
Rice,29.3,73.5,12.31,10.5,1006.7,15.1,7.29,2,2,0,1.25,0,11,1
Bajra,29.4,53.1,1.01,10.1,1014.6,81.0,7.87,1,1,2,2.72,1,3,1
Jowar,24.5,53.8,2.17,10.5,1009.1,62.2,6.32,0,2,1,1.21,1,8,0
Groundnut,28.5,48.8,0.0,9.1,1007.2,82.8,9.34,0,2,1,2.69,0,12,1
Bajra,27.0,41.3,0.7,11.2,1019.4,53.0,7.82,0,2,1,1.94,2,3,1
Cotton,30.8,75.2,2.61,5.4,1025.3,91.2,6.3,1,0,2,2.15,2,1,1
Groundnut,27.8,66.5,0.58,3.7,1009.4,83.6,5.94,2,0,1,3.0,2,5,1
Soybean,32.8,51.6,5.51,14.0,1015.9,64.3,6.25,0,2,2,0.89,1,6,0
Groundnut,22.7,48.1,1.86,4.1,1010.7,45.7,6.78,0,1,2,2.43,1,7,1
Jowar,31.2,63.9,1.38,4.0,1009.7,97.4,7.52,2,1,2,2.92,0,2,1
Groundnut,32.4,73.4,0.0,4.2,1016.6,44.1,6.63,1,0,2,1.18,2,9,1
Bajra,32.7,45.0,2.63,5.8,1011.8,11.0,6.95,0,2,1,2.41,2,6,0
Wheat,25.2,62.6,0.0,7.1,1012.9,75.3,7.11,0,2,1,1.69,2,1,0
Pulses,20.7,51.7,5.88,12.5,1011.7,72.5,7.25,1,0,1,1.4,1,2,1
Jowar,23.0,57.6,8.31,11.2,1009.5,56.3,6.78,2,1,1,1.78,2,11,0
Soybean,22.5,74.7,5.5,5.1,1014.0,24.4,7.03,0,0,1,2.14,0,3,1
Soybean,24.2,53.2,3.63,5.2,1017.5,31.7,7.28,2,2,0,2.73,0,11,0
Rice,29.0,59.7,10.71,10.7,1015.2,70.9,6.11,1,0,1,0.53,2,7,0
Maize,20.1,62.1,6.87,11.4,1010.6,86.3,6.4,2,2,1,1.39,2,7,0
Groundnut,27.6,59.8,5.07,5.2,1020.1,75.9,7.39,0,0,2,0.69,1,9,1
Sugarcane,24.8,72.9,3.19,9.1,1004.6,18.1,7.44,1,1,0,2.55,0,3,1
Sugarcane,22.8,56.1,0.0,8.5,1017.6,93.2,7.32,2,1,0,2.85,0,6,0
Wheat,25.0,50.9,0.85,11.9,1011.8,0.6,7.18,2,2,1,2.74,0,3,1
Rice,30.1,56.9,7.06,9.5,1010.0,37.0,6.47,2,2,0,0.98,2,4,0
Wheat,20.7,55.3,0.7,6.5,1017.2,18.7,5.99,1,2,1,1.88,0,12,1
Bajra,41.8,53.6,1.04,13.4,1005.4,65.0,7.36,2,2,0,2.31,2,7,1
Bajra,33.7,40.4,0.0,4.1,1008.6,5.0,6.72,1,2,0,2.58,1,8,1
Rice,28.1,49.8,6.66,6.4,1008.9,81.3,6.21,1,0,2,0.74,2,12,0
Cotton,26.1,58.5,4.96,3.2,1018.2,10.4,6.54,2,0,1,1.29,2,3,1
Sugarcane,16.6,67.4,4.51,13.0,1002.5,97.1,7.51,1,2,1,2.2,0,7,1
Jowar,28.9,49.4,5.5,5.1,1019.6,61.4,6.08,0,1,2,1.95,1,4,0
